sourceIPv4Address,destinationIPv4Address,protocolIdentifier,protocolName,sourceTransportPort,destinationTransportPort,octetDeltaCount,packetDeltaCount,flowStartMilliseconds,flowEndMilliseconds,mac_source,mac_destination,transport_source_port,transport_destination_port,application_name,http_url,https_url_certificate,datalink_vlan,flow_start_time,flow_end_time,bytes_accumulated,tcp_retransmits,tcp_rst,tcp_fin,anomaly,anomaly_type,response_time_ms
192.168.1.100,203.0.113.20,6,TCP,45713,80,14971,62,1745392366639,1745392377157,78:55:12:6d:4e:68,82:0d:0a:16:d9:07,16833,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.639622,2025-04-23T07:12:57.157622,24378,2,0,1,True,slow_response,10518
192.168.1.100,203.0.113.20,6,TCP,26446,80,35989,49,1745392366639,1745392386299,90:08:d1:66:39:e7,67:5c:e8:44:c1:79,33124,80,http,http://203.0.113.20/resource,,5,2025-04-23T07:12:46.639679,2025-04-23T07:13:06.299679,37068,0,0,1,True,slow_response,19660
192.168.1.100,203.0.113.20,6,TCP,13857,80,39666,70,1745392366639,1745392373946,e7:13:cd:46:1d:c3,52:b7:b3:50:4b:c3,16697,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.639732,2025-04-23T07:12:53.946732,25481,1,0,1,True,slow_response,7307
192.168.1.100,203.0.113.20,6,TCP,26966,80,17968,89,1745392366639,1745392393220,80:c9:7e:ac:19:08,72:23:69:c9:8a:f5,33712,80,http,http://203.0.113.20/resource,,10,2025-04-23T07:12:46.639787,2025-04-23T07:13:13.220787,1207,2,0,1,True,slow_response,26581
192.168.1.100,203.0.113.20,6,TCP,44074,80,10697,15,1745392366639,1745392376300,7f:14:64:22:9e:1e,f2:2c:52:46:08:ec,6889,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.639842,2025-04-23T07:12:56.300842,25760,1,0,1,True,slow_response,9661
192.168.1.100,203.0.113.20,6,TCP,1639,80,33360,96,1745392366639,1745392375331,af:3a:b8:42:9a:50,bb:dc:b7:a5:21:19,8999,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.639896,2025-04-23T07:12:55.331896,25874,1,0,1,True,slow_response,8692
192.168.1.100,203.0.113.20,6,TCP,26774,80,3544,24,1745392366639,1745392388649,f5:ad:09:7f:4a:80,0b:4d:3b:28:83:5f,57533,80,http,http://203.0.113.20/resource,,10,2025-04-23T07:12:46.639949,2025-04-23T07:13:08.649949,35735,2,0,1,True,slow_response,22010
192.168.1.100,203.0.113.20,6,TCP,15648,80,18827,80,1745392366640,1745392378530,06:1a:0c:7c:76:ff,65:ab:3e:6e:5e:79,43543,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.640003,2025-04-23T07:12:58.530003,31470,0,0,1,True,slow_response,11890
192.168.1.100,203.0.113.20,6,TCP,8543,80,45916,80,1745392366640,1745392377072,1c:b2:5c:ed:e4:a0,de:66:8f:18:d9:37,10161,80,http,http://203.0.113.20/resource,,3,2025-04-23T07:12:46.640059,2025-04-23T07:12:57.072059,36571,1,0,1,True,slow_response,10432
192.168.1.100,203.0.113.20,6,TCP,47535,80,31883,29,1745392366640,1745392382330,2e:b4:b6:d4:a3:1d,b7:a7:8e:7e:d2:c1,11481,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.640114,2025-04-23T07:13:02.330114,30652,2,0,1,True,slow_response,15690
192.168.1.100,203.0.113.20,6,TCP,43965,80,29723,96,1745392366677,1745392386374,ae:ce:25:bc:fc:36,4b:f7:ca:1d:d6:ae,9628,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.677905,2025-04-23T07:13:06.374905,41199,1,0,1,True,slow_response,19697
192.168.1.100,203.0.113.20,6,TCP,15821,80,40246,79,1745392366677,1745392394585,65:da:b9:da:b2:eb,f0:6a:98:9b:be:00,14405,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.677975,2025-04-23T07:13:14.585975,6774,2,0,1,True,slow_response,27908
192.168.1.100,203.0.113.20,6,TCP,44729,80,22540,49,1745392366678,1745392385182,8a:2e:4d:33:37:29,d4:7c:e1:d7:15:8b,30425,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.678035,2025-04-23T07:13:05.182035,4116,1,0,1,True,slow_response,18504
192.168.1.100,203.0.113.20,6,TCP,6606,80,43903,27,1745392366678,1745392380137,44:cb:92:76:25:7f,83:ca:ea:e4:f0:dc,4316,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.678093,2025-04-23T07:13:00.137093,43507,0,0,1,True,slow_response,13459
192.168.1.100,203.0.113.20,6,TCP,8262,80,32660,31,1745392366678,1745392392130,43:c4:98:14:f7:69,64:33:fa:97:06:1e,24484,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.678148,2025-04-23T07:13:12.130148,11747,2,0,1,True,slow_response,25452
192.168.1.100,203.0.113.20,6,TCP,20675,80,15263,100,1745392366678,1745392377778,14:c2:f2:37:62:f4,75:18:24:f6:71:fe,5165,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.678202,2025-04-23T07:12:57.778202,17572,1,0,1,True,slow_response,11100
192.168.1.100,203.0.113.20,6,TCP,54403,80,35595,56,1745392366678,1745392386296,67:e9:86:c7:43:67,ea:f7:9d:9a:fc:57,14873,80,http,http://203.0.113.20/resource,,3,2025-04-23T07:12:46.678258,2025-04-23T07:13:06.296258,43105,2,0,1,True,slow_response,19618
192.168.1.100,203.0.113.20,6,TCP,44939,80,22863,30,1745392366678,1745392396450,ae:1b:1e:7c:a0:3f,22:69:95:52:e7:66,51212,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.678324,2025-04-23T07:13:16.450324,11186,1,0,1,True,slow_response,29772
192.168.1.100,203.0.113.20,6,TCP,58641,80,31268,23,1745392366678,1745392393172,c6:50:f5:77:d6:d8,ff:54:c9:14:36:d3,19607,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.678404,2025-04-23T07:13:13.172404,4650,1,0,1,True,slow_response,26494
192.168.1.100,203.0.113.20,6,TCP,41240,80,23045,100,1745392366678,1745392377533,1a:e0:ca:ef:62:8b,4a:d6:14:e5:58:21,48460,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.678458,2025-04-23T07:12:57.533458,12690,2,0,1,True,slow_response,10855
192.168.1.100,203.0.113.20,6,TCP,8088,80,7542,85,1745392366678,1745392371752,8f:8b:5a:53:92:d3,bf:ba:37:ad:b8:19,4309,80,http,http://203.0.113.20/resource,,10,2025-04-23T07:12:46.678513,2025-04-23T07:12:51.752513,4036,2,0,1,True,slow_response,5074
192.168.1.100,203.0.113.20,6,TCP,27479,80,4781,17,1745392366678,1745392379510,ee:91:b4:ae:cb:b5,99:ff:50:f6:bc:2f,11714,80,http,http://203.0.113.20/resource,,5,2025-04-23T07:12:46.678567,2025-04-23T07:12:59.510567,35935,1,0,1,True,slow_response,12832
192.168.1.100,203.0.113.20,6,TCP,37797,80,28924,37,1745392366678,1745392375993,47:ad:a8:8e:80:12,33:a5:b6:be:bb:93,34916,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.678623,2025-04-23T07:12:55.993623,44451,1,0,1,True,slow_response,9315
192.168.1.100,203.0.113.20,6,TCP,62038,80,48954,64,1745392366678,1745392384715,2a:61:4f:41:87:3a,ef:b7:f5:b6:3f:35,29282,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.678680,2025-04-23T07:13:04.715680,31824,0,0,1,True,slow_response,18037
192.168.1.100,203.0.113.20,6,TCP,65089,80,4114,67,1745392366678,1745392373653,16:c9:5f:cc:47:6d,9b:75:1f:f9:8e:ef,32592,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.678738,2025-04-23T07:12:53.653738,14486,1,0,1,True,slow_response,6975
192.168.1.100,203.0.113.20,6,TCP,41014,80,45921,84,1745392366678,1745392391842,d5:a3:6d:97:5e:c3,a7:b7:ee:21:64:68,9771,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.678792,2025-04-23T07:13:11.842792,42691,1,0,1,True,slow_response,25164
192.168.1.100,203.0.113.20,6,TCP,57567,80,45750,83,1745392366678,1745392386174,70:14:aa:50:7d:4a,78:7e:50:0d:fa:63,59603,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.678846,2025-04-23T07:13:06.174846,3028,1,0,1,True,slow_response,19496
192.168.1.100,203.0.113.20,6,TCP,56594,80,37718,82,1745392366678,1745392384166,a4:b3:34:f5:f1:28,15:0c:50:29:71:df,48572,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.678901,2025-04-23T07:13:04.166901,22801,2,0,1,True,slow_response,17488
192.168.1.100,203.0.113.20,6,TCP,62704,80,39880,100,1745392366678,1745392386262,e1:2c:19:dc:7e:02,ee:00:53:2b:21:86,33378,80,http,http://203.0.113.20/resource,,10,2025-04-23T07:12:46.678955,2025-04-23T07:13:06.262955,31329,0,0,1,True,slow_response,19584
192.168.1.100,203.0.113.20,6,TCP,59807,80,21102,91,1745392366679,1745392388090,3f:d0:26:fd:ca:93,46:b5:7c:35:cb:93,25532,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.679012,2025-04-23T07:13:08.090012,16916,0,0,1,True,slow_response,21411
192.168.1.100,203.0.113.20,6,TCP,42426,80,36321,24,1745392366679,1745392384640,b3:35:87:ac:97:8b,39:fd:7f:34:ae:51,9960,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.679068,2025-04-23T07:13:04.640068,47140,1,0,1,True,slow_response,17961
192.168.1.100,203.0.113.20,6,TCP,47298,80,23443,67,1745392366679,1745392390806,2f:45:d1:4c:27:69,b5:95:fa:e1:00:05,58524,80,http,http://203.0.113.20/resource,,10,2025-04-23T07:12:46.679123,2025-04-23T07:13:10.806123,48635,2,0,1,True,slow_response,24127
192.168.1.100,203.0.113.20,6,TCP,10696,80,23762,18,1745392366679,1745392386822,2c:46:a8:5a:62:89,a7:6f:6c:ae:ed:14,26630,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.679177,2025-04-23T07:13:06.822177,13198,1,0,1,True,slow_response,20143
192.168.1.100,203.0.113.20,6,TCP,53279,80,24594,70,1745392366679,1745392374862,f0:50:62:4c:a3:f6,70:6d:cb:5c:f6:6e,48325,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.679231,2025-04-23T07:12:54.862231,33598,0,0,1,True,slow_response,8183
192.168.1.100,203.0.113.20,6,TCP,9869,80,34655,98,1745392366679,1745392378795,fd:96:c8:d7:ab:5e,80:7e:ae:9c:06:36,50236,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.679285,2025-04-23T07:12:58.795285,4185,1,0,1,True,slow_response,12116
192.168.1.100,203.0.113.20,6,TCP,30559,80,44321,10,1745392366679,1745392386613,f3:8e:18:6f:e1:b4,77:76:1a:98:5a:99,57963,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.679365,2025-04-23T07:13:06.613365,22122,0,0,1,True,slow_response,19934
192.168.1.100,203.0.113.20,6,TCP,54878,80,15079,13,1745392366679,1745392395648,5d:4f:43:44:2c:97,6b:8c:5f:35:f2:02,28157,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.679421,2025-04-23T07:13:15.648421,4102,1,0,1,True,slow_response,28969
192.168.1.100,203.0.113.20,6,TCP,18652,80,15508,13,1745392366679,1745392394181,c0:f8:84:5c:a7:09,11:a1:07:ed:67:14,10986,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.679475,2025-04-23T07:13:14.181475,2911,2,0,1,True,slow_response,27502
192.168.1.100,203.0.113.20,6,TCP,40798,80,35093,88,1745392366679,1745392394394,59:d3:a7:5d:ed:a2,47:95:ff:90:69:34,42870,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.679529,2025-04-23T07:13:14.394529,11826,1,0,1,True,slow_response,27715
192.168.1.100,203.0.113.20,6,TCP,49010,80,18710,42,1745392366679,1745392384242,21:c3:20:c6:2e:85,c7:3f:bb:e7:05:c6,59369,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.679583,2025-04-23T07:13:04.242583,33400,1,0,1,True,slow_response,17563
192.168.1.100,203.0.113.20,6,TCP,45777,80,11160,49,1745392366717,1745392386368,35:01:1a:10:4b:c0,0a:e9:17:99:3a:4c,54283,80,http,http://203.0.113.20/resource,,5,2025-04-23T07:12:46.717032,2025-04-23T07:13:06.368032,44179,2,0,1,True,slow_response,19651
192.168.1.100,203.0.113.20,6,TCP,29798,80,32614,17,1745392366717,1745392383616,02:71:1f:de:55:85,2e:6c:33:a9:61:b4,46930,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.717104,2025-04-23T07:13:03.616104,48373,0,0,1,True,slow_response,16899
192.168.1.100,203.0.113.20,6,TCP,44891,80,15509,58,1745392366717,1745392384620,5f:bd:ae:dd:36:81,cd:46:1a:93:20:6e,48001,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.717165,2025-04-23T07:13:04.620165,36025,2,0,1,True,slow_response,17903
192.168.1.100,203.0.113.20,6,TCP,3081,80,12527,44,1745392366717,1745392384670,37:39:52:ba:04:8b,9f:ff:c6:df:e2:72,19507,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.717221,2025-04-23T07:13:04.670221,42504,1,0,1,True,slow_response,17953
192.168.1.100,203.0.113.20,6,TCP,17312,80,30299,37,1745392366717,1745392383173,59:71:db:82:a2:8d,b3:50:61:dd:b2:93,11815,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.717276,2025-04-23T07:13:03.173276,49387,1,0,1,True,slow_response,16456
192.168.1.100,203.0.113.20,6,TCP,14878,80,13762,21,1745392366717,1745392392196,f8:c8:db:6c:43:07,6c:68:d7:05:b3:2b,34630,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.717330,2025-04-23T07:13:12.196330,8793,0,0,1,True,slow_response,25479
192.168.1.100,203.0.113.20,6,TCP,56048,80,1852,55,1745392366717,1745392381107,22:4b:5a:46:73:34,ad:02:56:c5:83:2a,36139,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.717437,2025-04-23T07:13:01.107437,31402,1,0,1,True,slow_response,14390
192.168.1.100,203.0.113.20,6,TCP,15502,80,30658,39,1745392366717,1745392381213,c8:3f:a8:e2:9d:87,8b:b8:13:f5:d1:e2,29403,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.717497,2025-04-23T07:13:01.213497,17134,1,0,1,True,slow_response,14496
192.168.1.100,203.0.113.20,6,TCP,63537,80,2714,71,1745392366717,1745392389352,d8:fb:10:89:e2:88,0a:50:f1:a7:a2:39,25454,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.717551,2025-04-23T07:13:09.352551,31082,0,0,1,True,slow_response,22635
192.168.1.100,203.0.113.20,6,TCP,45431,80,34195,32,1745392366717,1745392383151,50:4f:e5:c4:88:41,e0:53:2e:75:a7:80,53114,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.717605,2025-04-23T07:13:03.151605,39649,0,0,1,True,slow_response,16434
192.168.1.100,203.0.113.20,6,TCP,33471,80,23544,10,1745392366717,1745392390052,de:d3:ab:d2:57:09,93:d9:ee:a9:0d:42,21498,80,http,http://203.0.113.20/resource,,3,2025-04-23T07:12:46.717661,2025-04-23T07:13:10.052661,17363,2,0,1,True,slow_response,23335
192.168.1.100,203.0.113.20,6,TCP,24933,80,35611,92,1745392366717,1745392378930,fa:8f:5d:50:45:7f,49:54:0d:56:05:2c,21371,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.717716,2025-04-23T07:12:58.930716,31454,0,0,1,True,slow_response,12213
192.168.1.100,203.0.113.20,6,TCP,11158,80,5948,36,1745392366717,1745392388411,46:8d:d2:95:3d:71,00:4d:f5:46:b1:4c,44117,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.717770,2025-04-23T07:13:08.411770,46816,0,0,1,True,slow_response,21694
192.168.1.100,203.0.113.20,6,TCP,20420,80,49206,30,1745392366717,1745392373136,18:09:99:40:c8:55,3c:af:d6:ec:fc:93,20553,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.717825,2025-04-23T07:12:53.136825,20493,0,0,1,True,slow_response,6419
192.168.1.100,203.0.113.20,6,TCP,61739,80,46758,34,1745392366717,1745392383939,cc:ac:e9:0b:3d:50,b5:17:51:7c:f3:81,65038,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.717879,2025-04-23T07:13:03.939879,6476,1,0,1,True,slow_response,17222
192.168.1.100,203.0.113.20,6,TCP,42818,80,19756,87,1745392366717,1745392391405,26:8e:2c:20:b7:18,22:fb:ff:8a:cf:ac,13936,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.717935,2025-04-23T07:13:11.405935,44464,1,0,1,True,slow_response,24688
192.168.1.100,203.0.113.20,6,TCP,51940,80,37203,86,1745392366717,1745392385332,cd:1c:6a:94:03:f3,a1:86:41:97:9e:1c,47469,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.717990,2025-04-23T07:13:05.332990,38311,2,0,1,True,slow_response,18615
192.168.1.100,203.0.113.20,6,TCP,45794,80,31601,39,1745392366718,1745392379114,6c:6f:84:8a:47:3f,59:ec:16:cc:b6:85,31882,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.718046,2025-04-23T07:12:59.114046,13803,0,0,1,True,slow_response,12396
192.168.1.100,203.0.113.20,6,TCP,63869,80,41994,23,1745392366718,1745392383119,bb:f1:ce:07:df:67,a8:dd:5a:43:fa:3c,3974,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.718101,2025-04-23T07:13:03.119101,30577,1,0,1,True,slow_response,16401
192.168.1.100,203.0.113.20,6,TCP,64830,80,4439,77,1745392366718,1745392372302,b1:53:c2:76:d4:b4,cb:39:96:b6:21:f8,1487,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.718157,2025-04-23T07:12:52.302157,19950,1,0,1,True,slow_response,5584
192.168.1.100,203.0.113.20,6,TCP,62185,80,46549,41,1745392366718,1745392380725,9a:3e:c5:a9:bc:6d,29:a4:47:38:0f:f4,30703,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.718213,2025-04-23T07:13:00.725213,13568,2,0,1,True,slow_response,14007
192.168.1.100,203.0.113.20,6,TCP,19708,80,3070,39,1745392366718,1745392395678,81:05:92:1c:09:24,e4:cb:ae:eb:5a:40,25796,80,http,http://203.0.113.20/resource,,5,2025-04-23T07:12:46.718267,2025-04-23T07:13:15.678267,26866,0,0,1,True,slow_response,28960
192.168.1.100,203.0.113.20,6,TCP,36889,80,41180,72,1745392366718,1745392392212,72:16:62:41:30:cf,f0:af:bf:96:db:9e,39000,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.718347,2025-04-23T07:13:12.212347,29481,0,0,1,True,slow_response,25494
192.168.1.100,203.0.113.20,6,TCP,33616,80,40382,86,1745392366718,1745392385563,bb:b4:88:b5:c6:96,70:b5:0c:6d:0a:38,29780,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.718407,2025-04-23T07:13:05.563407,27397,2,0,1,True,slow_response,18845
192.168.1.100,203.0.113.20,6,TCP,58727,80,48532,28,1745392366718,1745392382524,48:cf:f3:fb:6f:8a,da:3c:9e:d8:c4:10,18623,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.718463,2025-04-23T07:13:02.524463,40970,2,0,1,True,slow_response,15806
192.168.1.100,203.0.113.20,6,TCP,19296,80,23366,54,1745392366718,1745392386089,d0:c4:da:ed:36:d9,61:63:f9:8c:61:56,17477,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.718519,2025-04-23T07:13:06.089519,15754,2,0,1,True,slow_response,19371
192.168.1.100,203.0.113.20,6,TCP,41415,80,9144,98,1745392366718,1745392381969,fe:08:71:57:b8:1e,d5:de:a4:26:9d:7b,54964,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.718573,2025-04-23T07:13:01.969573,1263,1,0,1,True,slow_response,15251
192.168.1.100,203.0.113.20,6,TCP,57337,80,34779,72,1745392366718,1745392393188,e3:d5:45:d9:b5:54,78:41:e6:8f:02:a3,32283,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.718627,2025-04-23T07:13:13.188627,21792,0,0,1,True,slow_response,26470
192.168.1.100,203.0.113.20,6,TCP,21023,80,25040,92,1745392366718,1745392372964,95:81:d4:5d:22:d5,fe:ac:a8:1f:1e:f5,17440,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.718682,2025-04-23T07:12:52.964682,45890,1,0,1,True,slow_response,6246
192.168.1.100,203.0.113.20,6,TCP,57005,80,19424,98,1745392366718,1745392379616,f3:87:3c:ce:67:59,ba:12:47:a7:45:06,18794,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.718736,2025-04-23T07:12:59.616736,14182,1,0,1,True,slow_response,12898
192.168.1.100,203.0.113.20,6,TCP,31250,80,43129,61,1745392366756,1745392381506,ad:16:32:91:1b:ea,ed:f8:23:e4:30:44,23986,80,http,http://203.0.113.20/resource,,10,2025-04-23T07:12:46.756228,2025-04-23T07:13:01.506228,35223,2,0,1,True,slow_response,14750
192.168.1.100,203.0.113.20,6,TCP,13996,80,18127,95,1745392366756,1745392386744,ef:75:cb:2c:99:15,5e:3b:8b:79:2f:7f,24734,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.756299,2025-04-23T07:13:06.744299,24001,0,0,1,True,slow_response,19988
192.168.1.100,203.0.113.20,6,TCP,5763,80,10593,62,1745392366756,1745392394716,92:e9:7d:a0:53:49,6d:f6:e2:1f:5c:57,32819,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.756381,2025-04-23T07:13:14.716381,32803,0,0,1,True,slow_response,27960
192.168.1.100,203.0.113.20,6,TCP,41300,80,28317,19,1745392366756,1745392388385,32:c1:90:77:a5:ca,03:9d:0f:53:85:f1,14944,80,http,http://203.0.113.20/resource,,1,2025-04-23T07:12:46.756438,2025-04-23T07:13:08.385438,9418,0,0,1,True,slow_response,21629
192.168.1.100,203.0.113.20,6,TCP,43927,80,42713,89,1745392366756,1745392380825,bc:22:a0:a6:ed:68,d6:92:ef:db:4c:f8,44386,80,http,http://203.0.113.20/resource,,10,2025-04-23T07:12:46.756495,2025-04-23T07:13:00.825495,2814,1,0,1,True,slow_response,14069
192.168.1.100,203.0.113.20,6,TCP,12719,80,20547,49,1745392366756,1745392384409,82:ed:57:14:36:7c,12:54:c5:a1:90:a5,45208,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.756552,2025-04-23T07:13:04.409552,45020,0,0,1,True,slow_response,17653
192.168.1.100,203.0.113.20,6,TCP,38519,80,18517,11,1745392366756,1745392373996,a0:ed:c0:f2:f0:3f,a9:c7:ae:04:a4:14,6667,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.756607,2025-04-23T07:12:53.996607,20577,0,0,1,True,slow_response,7240
192.168.1.100,203.0.113.20,6,TCP,26915,80,37259,17,1745392366756,1745392381026,4c:94:7f:f5:f4:2c,ae:ce:31:9f:8a:6f,2913,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.756662,2025-04-23T07:13:01.026662,16720,1,0,1,True,slow_response,14270
192.168.1.100,203.0.113.20,6,TCP,18540,80,14178,60,1745392366756,1745392391571,2a:03:2c:03:8e:48,ec:bf:5d:97:b3:63,21758,80,http,http://203.0.113.20/resource,,7,2025-04-23T07:12:46.756717,2025-04-23T07:13:11.571717,26226,1,0,1,True,slow_response,24815
192.168.1.100,203.0.113.20,6,TCP,26404,80,48246,23,1745392366756,1745392377720,62:b4:07:7f:75:7e,66:67:43:9a:85:b6,54712,80,http,http://203.0.113.20/resource,,5,2025-04-23T07:12:46.756772,2025-04-23T07:12:57.720772,6668,0,0,1,True,slow_response,10964
192.168.1.100,203.0.113.20,6,TCP,57985,80,1162,28,1745392366756,1745392383050,56:82:1a:84:4f:f8,f1:7a:78:2c:d4:8f,53365,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.756828,2025-04-23T07:13:03.050828,38803,2,0,1,True,slow_response,16294
192.168.1.100,203.0.113.20,6,TCP,8262,80,5614,99,1745392366756,1745392376721,a5:bd:0c:ca:8c:05,db:ce:46:b6:51:5d,40750,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.756884,2025-04-23T07:12:56.721884,5231,1,0,1,True,slow_response,9965
192.168.1.100,203.0.113.20,6,TCP,31223,80,33648,75,1745392366756,1745392392708,45:40:b6:e5:05:d4,85:d5:18:1e:5e:cd,44364,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.756938,2025-04-23T07:13:12.708938,1198,1,0,1,True,slow_response,25952
192.168.1.100,203.0.113.20,6,TCP,15251,80,3365,83,1745392366756,1745392395688,d6:db:33:9f:7e:86,39:3a:8f:b6:6c:ed,49020,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.756993,2025-04-23T07:13:15.688993,16965,2,0,1,True,slow_response,28932
192.168.1.100,203.0.113.20,6,TCP,14481,80,40104,49,1745392366757,1745392372050,52:2e:20:56:2c:a8,db:37:85:f8:86:a6,64040,80,http,http://203.0.113.20/resource,,5,2025-04-23T07:12:46.757064,2025-04-23T07:12:52.050064,7601,1,0,1,True,slow_response,5293
192.168.1.100,203.0.113.20,6,TCP,33918,80,44359,46,1745392366757,1745392389374,2f:b9:79:41:1c:1a,47:37:46:5a:ca:d1,34883,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.757123,2025-04-23T07:13:09.374123,36884,1,0,1,True,slow_response,22617
192.168.1.100,203.0.113.20,6,TCP,36162,80,31987,55,1745392366757,1745392391248,46:5a:31:4c:51:bf,d9:85:1d:72:f0:5a,47231,80,http,http://203.0.113.20/resource,,9,2025-04-23T07:12:46.757215,2025-04-23T07:13:11.248215,19206,0,0,1,True,slow_response,24491
192.168.1.100,203.0.113.20,6,TCP,65448,80,41400,84,1745392366757,1745392388421,da:9f:34:00:5d:b3,34:5e:5e:9d:ec:a8,43726,80,http,http://203.0.113.20/resource,,8,2025-04-23T07:12:46.757273,2025-04-23T07:13:08.421273,9386,2,0,1,True,slow_response,21664
192.168.1.100,203.0.113.20,6,TCP,33953,80,17007,64,1745392366757,1745392392868,45:8b:d3:17:e2:0b,23:08:fe:01:b2:82,23431,80,http,http://203.0.113.20/resource,,6,2025-04-23T07:12:46.757328,2025-04-23T07:13:12.868328,6679,1,0,1,True,slow_response,26111
192.168.1.100,203.0.113.20,6,TCP,45873,80,13934,46,1745392366757,1745392387513,61:4e:eb:f7:07:be,62:9b:76:43:1a:3c,58015,80,http,http://203.0.113.20/resource,,2,2025-04-23T07:12:46.757404,2025-04-23T07:13:07.513404,32410,1,0,1,True,slow_response,20756
192.168.1.100,203.0.113.20,6,TCP,17545,80,22455,74,1745392366757,1745392390163,a5:c3:1c:e5:1c:70,15:7b:82:37:a2:91,59909,80,http,http://203.0.113.20/resource,,5,2025-04-23T07:12:46.757461,2025-04-23T07:13:10.163461,49381,2,0,1,True,slow_response,23406
192.168.1.100,203.0.113.20,6,TCP,59031,80,39127,14,1745392366757,1745392384749,5d:90:1c:64:2e:42,ab:f3:5e:1f:dd:77,6096,80,http,http://203.0.113.20/resource,,4,2025-04-23T07:12:46.757517,2025-04-23T07:13:04.749517,22926,0,0,1,True,slow_response,17992
